"win",582
"conserv",581
"legal",581
"south",581
"control",580
"high",579
"fire",578
"speech",575
"announc",573
"committe",572
"requir",572
"action",570
"top",570
"view",569
"best",568
"develop",568
"got",566
"import",566
"ago",565
"event",565
"california",564
"secretari",563
"clear",560
"known",559
"hour",558
"voter",556
"away",555
"death",555
"concern",553
"posit",552
"studi",551
"watch",550
"across",549
"wall",548
"love",546
"describ",545
"earli",545
"john",545
"alreadi",544
"better",544
"real",544
"today",544
"militari",541
"n",541
"young",540
"hold",539
"serv",534
"note",533
"increas",532
"morn",532
"let",529
"outsid",529
"along",526
"local",522
"reach",521
"worker",521
"kind",519
"list",516
"die",515
"union",515
"account",514
"side",514
"video",513
"p",512
"f",511
"pass",506
"consid",505
"effect",505
"accus",504
"book",504
"discuss",504
"research",504
"texa",504
"result",503
"involv",500
"senior",500
"five",498
"role",498
"advis",495
"b",495
"base",495
"film",495
"wednesday",495
"associ",493
"protest",493
"small",492
"human",491
"travel",491
"border",490
"econom",490
"father",490
"lawyer",490
"whose",490
"intellig",488
"alway",487
"word",487
"enough",486
"speak",485
"becam",484
"industri",484
"stand",484
"seen",482
"matter",481
"drug",480
"visit",479
"nearli",478
"read",477
"hear",475
"price",474
"process",474
"promis",473
"trade",473
"hillari",472
"product",472
"privat",471
"race",470
"given",469
"carri",467
"free",464
"woman",464
"almost",460
"colleg",460
"caus",458
"messag",457
"car",454
"fact",453
"aid",452
"decad",452
"project",452
"mother",451
"billion",450
"educ",449
"crime",447
"ever",447
"congress",446
"european",446
"idea",445
"abl",443
"room",443
"season",443
"cut",442
"prison",441
"water",441
"moment",440
"player",438
"reason",438
"evid",436
"challeng",434
"done",434
"thought",433
"bring",432
"begin",431
"march",431
"hard",428
"publish",426
"test",426
"cost",425
"step",425
"lost",423
"propos",423
"parent",422
"noth",421
"son",420
"actual",418
"stay",418
"land",417
"old",417
"spend",417
"current",416
"star",414
"minist",413
"must",412
"taken",410
"activ",409
"respond",409
"success",409
"direct",408
"insid",408
"level",407
"host",405
"led",405
"instead",403
"togeth",402
"declin",401
"resid",401
"town",401
"bodi",400
"illeg",400
"met",400
"behind",399
"arrest",398
"refer",397
"financi",395
"regul",395
"arriv",394
"held",394
"argu",393
"global",393
"push",393
"televis",393
"defend",392
"ryan",392
"seri",391
"saturday",390
"institut",389
"walk",388
"toward",387
"facebook",386
"fox",386
"futur",386
"term",385
"cours",384
"decid",384
"join",384
"phone",384
"syria",384
"muslim",383
"fail",382
"michael",382
"near",381
"write",380
"perform",379
"despit",378
"potenti",378
"someon",378
"bank",377
"late",376
"age",375
"air",375
"confer",375
"cover",375
"wife",375
"defens",374
"experi",374
"file",374
"invest",374
"fear",373
"produc",373
"risk",373
"firm",372
"howev",372
"attorney",371
"confirm",371
"limit",370
"within",370
"daughter",369
"debat",369
"initi",369
"data",367
"refuge",367
"measur",366
"express",365
"seek",365
"sometim",364
"articl",363
"figur",363
"park",363
"west",363
"learn",362
"saw",362
"expert",361
"thousand",361
"nomin",360
"agre",358
"district",358
"staff",357
"board",355
"letter",355
"enforc",353
"governor",353
"shot",353
"hit",352
"legisl",352
"music",352
"th",351
"front",350
"sander",350
"half",349
"address",348
"employe",348
"shoot",347
"six",347
"girl",346
"threat",346
"answer",345
"spent",345
"drive",344
"food",344
"relat",344
"request",344
"understand",344
"exampl",343
"addit",342
"ban",342
"demand",341
"gave",341
"review",341
"sent",341
"detail",340
"fall",339
"climat",338
"target",338
"explain",337
"especi",336
"network",336
"nomine",335
"site",335
"crowd",334
"gun",334
"present",334
"professor",334
"benefit",333
"design",333
"full",333
"rather",333
"technolog",332
"movi",330
"special",330
"approach",329
"de",329
"syrian",329
"warn",329
"complet",328
"cultur",328
"poll",327
"sport",327
"perhap",326
"soon",326
"buy",325
"insur",325
"break",324
"collect",324
"minut",324
"budget",323
"counti",323
"choic",322
"commit",322
"hospit",322
"rise",322
"david",321
"mexico",321
"paul",321
"convers",320
"june",320
"pick",320
"east",319
"emerg",319
"grow",319
"page",319
"celebr",318
"l",318
"recal",317
"britain",316
"crimin",316
"document",316
"individu",316
"natur",316
"origin",316
"victim",316
"felt",315
"block",314
"violenc",313
"accept",312
"anyth",312
"career",312
"weekend",312
"angel",311
"ground",311
"mark",311
"onlin",311
"agent",310
"battl",309
"franc",309
"januari",309
"terror",309
"train",309
"access",308
"singl",308
"victori",308
"attend",307
"incom",306
"civil",305
"earlier",305
"olymp",304
"sens",304
"middl",303
"wait",303
"mayor",302
"form",301
"central",300
"chanc",300
"alli",299
"lo",299
"consum",298
"capit",297
"connect",297
"economi",297
"terrorist",297
"everyth",296
"longer",296
"rel",296
"medic",295
"spokesman",295
"attent",294
"popular",293
"relationship",293
"spoke",293
"although",292
"fan",292
"latest",292
"sure",292
"chines",291
"declar",291
"chairman",290
"field",290
"independ",290
"murder",290
"prepar",290
"suprem",290
"valu",290
"san",289
"arm",288
"jame",288
"search",288
"approv",287
"quickli",287
"replac",287
"strike",287
"daili",286
"attempt",284
"church",284
"miss",284
"opposit",284
"plant",284
"remov",284
"hundr",283
"energi",282
"summer",282
"brought",281
"dozen",281
"total",281
"everyon",280
"mile",280
"space",280
"favor",279
"featur",279
"restaur",279
"bar",278
"probabl",278
"tie",278
"drop",277
"save",277
"similar",277
"agreement",276
"convent",276
"light",276
"trust",276
"wrong",276
"patient",275
"stage",275
"strong",275
"art",274
"comey",274
"council",274
"georg",274
"sell",274
"episod",273
"knew",273
"sit",273
"struggl",273
"bomb",272
"earn",272
"lose",272
"practic",272
"com",271
"europ",271
"korea",271
"road",271
"tradit",271
"voic",271
"wear",271
"appeal",270
"brother",270
"dollar",270
"e",270
"liber",270
"weapon",270
"apart",269
"constitut",269
"deliv",269
"els",269
"region",269
"remark",269
"respect",267
"k",266
"refus",266
"titl",266
"worri",266
"forward",265
"heard",265
"british",264
"februari",264
"french",264
"hotel",264
"child",263
"coupl",263
"danger",262
"opportun",262
"deni",261
"enter",261
"london",261
"paid",261
"sexual",261
"damag",260
"entir",260
"hire",260
"main",260
"seven",260
"anyon",259
"engin",259
"pull",259
"sale",259
"advanc",258
"doctor",258
"peac",258
"standard",258
"vehicl",258
"award",257
"key",257
"oppos",257
"april",256
"establish",256
"freedom",256
"imag",256
"improv",256
"third",256
"condit",255
"goal",255
"nuclear",255
"session",255
"ralli",254
"track",254
"safeti",253
"corpor",252
"custom",252
"r",252
"send",252
"amount",251
"analyst",251
"eastern",251
"focu",251
"retir",251
"sentenc",251
"husband",250
"oil",250
"prosecutor",250
"websit",250
"juli",249
"lower",249
"primari",249
"simpli",249
"sourc",249
"store",249
"lawsuit",248
"progress",248
"song",248
"certain",247
"determin",247
"piec",247
"william",247
"employ",246
"particularli",246
"surpris",246
"suspect",246
"transit",246
"bad",244
"class",244
"conduct",244
"focus",244
"guy",244
"immedi",244
"indic",244
"avoid",243
"citizen",243
"mind",242
"popul",242
"situat",242
"low",241
"pressur",241
"true",241
"armi",240
"compar",240
"minor",240
"movement",240
"photograph",240
"eight",239
"quit",239
"scene",239
"dead",237
"difficult",237
"poor",237
"prime",237
"robert",237
"trip",237
"villag",237
"island",236
"journalist",236
"model",236
"born",235
"internet",234
"gain",233
"loss",233
"neighborhood",233
"seat",233
"violat",233
"cite",232
"lack",232
"paper",232
"promot",232
"sound",232
"acknowledg",231
"flynn",231
"israel",231
"beyond",230
"either",230
"fill",230
"heart",230
"higher",230
"negoti",230
"prevent",230
"usual",230
"pictur",229
"reduc",229
"schedul",229
"tweet",229
"w",229
"alleg",228
"iran",228
"reveal",228
"st",228
"trial",228
"urg",228
"commiss",227
"version",227
"whole",227
"eventu",226
"la",226
"option",226
"pari",226
"club",225
"green",225
"assist",224
"box",224
"cancer",224
"florida",224
"photo",224
"sort",224
"chicago",223
"conflict",223
"gather",223
"identifi",223
"listen",223
"partner",223
"rememb",223
"short",223
"vice",223
"afford",222
"command",222
"door",222
"mexican",222
"check",221
"ali",220
"bush",220
"expand",220
"gorsuch",220
"shift",220
"statu",220
"threaten",220
"engag",219
"invit",219
"eye",218
"novemb",218
"rest",218
"station",218
"wonder",218
"audienc",217
"contribut",217
"iraq",217
"leadership",217
"tv",217
"appli",216
"brown",216
"encourag",216
"troubl",216
"amend",215
"kept",215
"putin",215
"specif",215
"athlet",214
"avail",214
"bannon",214
"charact",214
"christian",214
"gone",214
"period",214
"radio",214
"speaker",214
"artist",213
"signific",213
"annual",212
"averag",212
"convict",212
"intend",212
"missil",212
"spicer",212
"construct",211
"largest",211
"mayb",211
"prove",211
"separ",211
"estat",210
"financ",210
"foundat",210
"kid",210
"lawmak",210
"stock",210
"activist",209
"biggest",209
"cook",209
"deep",209
"thank",209
"abil",208
"brand",208
"link",208
"mention",208
"properti",208
"sea",208
"suit",208
"guest",207
"lie",207
"owner",207
"reflect",207
"tabl",207
"bit",206
"influenc",206
"mike",206
"cnn",205
"cross",205
"actor",204
"christi",204
"complaint",204
"histor",204
"insist",204
"seriou",204
"confid",203
"scienc",203
"suffer",203
"built",202
"crisi",202
"kelli",202
"per",202
"red",202
"reject",202
"round",202
"subject",202
"carolina",201
"particip",201
"rare",201
"appar",200
"oppon",200
"realiti",200
"v",200
"aim",199
"amazon",199
"manhattan",199
"secret",199
"cast",198
"contract",198
"exist",198
"grant",198
"roll",198
"floor",196
"alien",195
"alon",195
"contact",195
"mostli",195
"societi",194
"southern",194
"congression",193
"defeat",193
"introduc",193
"leagu",193
"ye",193
"date",192
"driver",192
"femal",192
"goe",192
"common",191
"editor",191
"investor",191
"labor",191
"coach",190
"deputi",190
"extrem",190
"fighter",190
"grew",190
"previou",190
"tower",190
"appoint",189
"civilian",189
"competit",189
"unlik",189
"estim",188
"strategi",188
"advoc",187
"brooklyn",187
"ship",187
"turkey",187
"colleagu",186
"decemb",186
"eat",186
"abus",185
"boy",185
"easi",185
"agenda",184
"huge",184
"airport",183
"fake",183
"graduat",183
"argument",182
"handl",182
"ahead",181
"finish",181
"jeff",181
"obamacar",181
"religi",181
"wide",181
"clean",180
"safe",180
"select",180
"shop",180
"affect",179
"barack",179
"demonstr",179
"detect",179
"feet",179
"ga",179
"jr",179
"maintain",179
"treat",179
"fine",178
"germani",178
"older",178
"assault",177
"credit",177
"daniel",177
"doubt",177
"god",177
"growth",177
"publicli",177
"virginia",177
"achiev",176
"basic",176
"fbi",176
"fellow",176
"sex",176
"count",175
"flight",175
"inaugur",175
"king",175
"migrant",175
"politician",175
"rebel",175
"river",175
"expens",174
"integr",174
"mass",174
"ran",174
"aggress",173
"ambassador",173
"broadcast",173
"exchang",173
"japan",173
"opinion",173
"repeal",173
"welcom",173
"centuri",172
"cloth",172
"memori",172
"palestinian",172
"tour",172
"controversi",171
"equal",171
"hill",171
"impact",171
"marri",171
"profession",171
"written",171
"afternoon",170
"contain",170
"coverag",170
"draw",170
"jersey",170
"joke",170
"particular",170
"tech",170
"treatment",170
"ultim",170
"degre",169
"dress",169
"guard",169
"hall",169
"happi",169
"hate",169
"user",169
"dismiss",168
"h",168
"languag",168
"predict",168
"scientist",168
"thoma",168
"will",168
"worth",168
"add",167
"beauti",167
"destroy",167
"gang",167
"intent",167
"reform",167
"theater",167
"giant",166
"physic",166
"diplomat",165
"donat",165
"hollywood",165
"octob",165
"plane",165
"previous",165
"promin",165
"scandal",165
"score",165
"truck",165
"wit",165
"babi",164
"launch",164
"magazin",164
"recogn",164
"scott",164
"spread",164
"except",163
"leak",163
"rose",163
"septemb",163
"sold",163
"throughout",163
"valley",163
"fell",162
"gay",162
"gov",162
"hurt",162
"impos",162
"wage",162
"behavior",161
"captur",161
"isra",161
"resist",161
"spot",161
"writer",161
"anim",160
"certainli",160
"compet",160
"dinner",160
"match",160
"prais",160
"screen",160
"tom",160
"violent",160
"wave",160
"album",159
"beat",159
"campu",159
"factori",159
"milo",159
"teacher",159
"wish",159
"clark",158
"directli",158
"exercis",158
"neighbor",158
"sister",158
"sought",158
"affair",157
"blame",157
"cabl",157
"choos",157
"emot",157
"endors",157
"ensur",157
"german",157
"pain",157
"richard",157
"balanc",156
"card",156
"clearli",156
"conclud",156
"honor",156
"instanc",156
"divis",155
"g",155
"jone",154
"materi",154
"occur",154
"readi",154
"resourc",154
"appl",153
"channel",153
"mission",153
"type",153
"veteran",153
"abort",152
"complex",152
"cooper",152
"devic",152
"surviv",152
"vision",152
"client",151
"dark",151
"lane",151
"modern",151
"nine",151
"pretti",151
"punish",151
"rival",151
"rock",151
"variou",151
"apolog",150
"cabinet",150
"enjoy",150
"gold",150
"grand",150
"inspir",150
"journal",150
"object",150
"prioriti",150
"soldier",150
"typic",150
"bridg",149
"comfort",149
"examin",149
"fair",149
"faith",149
"fals",149
"ident",149
"imagin",149
"jail",149
"newspap",149
"notic",149
"radic",149
"blue",148
"confront",148
"crash",148
"fed",148
"inmat",148
"meant",148
"normal",148
"rang",148
"regard",148
"cancel",147
"cell",147
"correct",147
"fit",147
"shut",147
"assess",146
"consist",146
"donor",146
"penc",146
"shock",146
"adam",145
"camera",145
"environment",145
"remind",145
"surround",145
"davi",144
"extend",144
"francisco",144
"greater",144
"realiz",144
"repeatedli",144
"roof",144
"sponsor",144
"western",144
"color",143
"content",143
"ignor",143
"restrict",143
"suppli",143
"unusu",143
"adult",142
"chicken",142
"chri",142
"deport",142
"due",142
"increasingli",142
"johnson",142
"pledg",142
"wound",142
"champion",141
"coal",141
"frequent",141
"heat",141
"jewish",141
"nearbi",141
"roughli",141
"stream",141
"truth",141
"combin",140
"drink",140
"exactli",140
"intens",140
"rape",140
"resign",140
"rich",140
"simpl",140
"tend",140
"transport",140
"founder",139
"none",139
"whatev",139
"beach",138
"camp",138
"code",138
"favorit",138
"fli",138
"locat",138
"signal",138
"taiwan",138
"younger",138
"advertis",137
"africa",137
"august",137
"canada",137
"cash",137
"caught",137
"khan",137
"racial",137
"touch",137
"admit",136
"comput",136
"dream",136
"english",136
"era",136
"marriag",136
"motiv",136
"payment",136
"platform",136
"stephen",136
"survey",136
"transgend",136
"al",135
"anonym",135
"blood",135
"burn",135
"commission",135
"danc",135
"definit",135
"highlight",135
"ice",135
"observ",135
"permit",135
"ticket",135
"disput",134
"highli",134
"jerusalem",134
"pose",134
"privaci",134
"spring",134
"ten",134
"traffic",134
"amid",133
"doubl",133
"flood",133
"formal",133
"fuel",133
"longtim",133
"manufactur",133
"multipl",133
"quarter",133
"tactic",133
"tough",133
"assert",132
"attract",132
"commerci",132
"essenti",132
"hack",132
"injuri",132
"pleas",132
"regist",132
"rio",132
"slow",132
"coalit",131
"complic",131
"depend",131
"digit",131
"machin",131
"repeat",131
"stood",131
"updat",131
"visa",131
"warm",131
"corrupt",130
"domin",130
"embrac",130
"explos",130
"fulli",130
"ohio",130
"path",130
"peter",130
"avenu",129
"divers",129
"environ",129
"male",129
"onto",129
"stuff",129
"task",129
"farm",128
"lobbi",128
"mix",128
"parliament",128
"rank",128
"rush",128
"upon",128
"applic",127
"bond",127
"divid",127
"harass",127
"le",127
"ocean",127
"profit",127
"berkeley",126
"highest",126
"michigan",126
"purpos",126
"qualiti",126
"shape",126
"arrang",125
"discov",125
"holiday",125
"mine",125
"pool",125
"prefer",125
"reportedli",125
"root",125
"settlement",125
"style",125
"advantag",124
"analysi",124
"app",124
"beij",124
"chemic",124
"delay",124
"gift",124
"googl",124
"guid",124
"nbc",124
"pope",124
"defin",123
"dog",123
"domest",123
"elimin",123
"factor",123
"incid",123
"iraqi",123
"lee",123
"neither",123
"offens",123
"prompt",123
"purchas",123
"adopt",122
"afghanistan",122
"altern",122
"ben",122
"ceremoni",122
"coast",122
"fast",122
"hair",122
"pic",122
"settl",122
"wors",122
"basketbal",121
"circl",121
"condemn",121
"corner",121
"deepli",121
"eric",121
"excit",121
"failur",121
"lift",121
"mobil",121
"seiz",121
"suppos",121
"vast",121
"african",120
"bid",120
"distribut",120
"infrastructur",120
"nobodi",120
"reader",120
"regular",120
"section",120
"text",120
"tillerson",120
"assembl",119
"breast",119
"complain",119
"familiar",119
"fashion",119
"fix",119
"joe",119
"rout",119
"academi",118
"bathroom",118
"cartel",118
"drew",118
"electr",118
"jack",118
"kushner",118
"larger",118
"oh",118
"outcom",118
"panel",118
"recommend",118
"restor",118
"revenu",118
"sat",118
"structur",118
"tree",118
"wine",118
"frustrat",117
"kim",117
"milit",117
"ministri",117
"northern",117
"outlet",117
"presenc",117
"size",117
"skeptic",117
"suicid",117
"transfer",117
"vow",117
"winner",117
"consider",116
"contest",116
"democraci",116
"isi",116
"reserv",116
"ring",116
"saudi",116
"schumer",116
"spokeswoman",116
"squar",116
"airlin",115
"awar",115
"bought",115
"cold",115
"comedi",115
"fee",115
"flag",115
"flow",115
"fraud",115
"licens",115
"pennsylvania",115
"pursu",115
"stress",115
"telephon",115
"tesla",115
"twice",115
"arab",114
"ball",114
"band",114
"heavi",114
"pilot",114
"shortli",114
"shown",114
"struck",114
"trail",114
"wind",114
"counsel",113
"desir",113
"enemi",113
"facil",113
"gender",113
"hot",113
"laugh",113
"museum",113
"passeng",113
"reli",113
"storm",113
"yahoo",113
"aleppo",112
"anger",112
"confus",112
"consequ",112
"fewer",112
"inquiri",112
"mountain",112
"sen",112
"sleep",112
"teenag",112
"bear",111
"edg",111
"martin",111
"reaction",111
"theori",111
"footbal",110
"lock",110
"recount",110
"rep",110
"romney",110
"solut",110
"testimoni",110
"weight",110
"charli",109
"debt",109
"everybodi",109
"famou",109
"india",109
"leg",109
"moder",109
"nice",109
"patriot",109
"pound",109
"sampl",109
"sean",109
"smith",109
"throw",109
"troop",109
"brexit",108
"broke",108
"encount",108
"ethic",108
"explor",108
"golden",108
"guilti",108
"lewi",108
"marin",108
"outrag",108
"revers",108
"super",108
"bureau",107
"collaps",107
"consult",107
"elector",107
"hunt",107
"jackson",107
"miami",107
"mistak",107
"monitor",107
"mount",107
"neil",107
"plot",107
"port",107
"prize",107
"recruit",107
"smaller",107
"stretch",107
"territori",107
"unclear",107
"window",107
"wing",107
"abroad",106
"billionair",106
"display",106
"equip",106
"graham",106
"injur",106
"mainstream",106
"necessari",106
"overse",106
"pair",106
"advic",105
"asset",105
"conspiraci",105
"entertain",105
"lake",105
"mari",105
"rent",105
"scale",105
"boss",104
"convinc",104
"deploy",104
"earth",104
"escap",104
"fourth",104
"kitchen",104
"korean",104
"prospect",104
"recip",104
"sanction",104
"tension",104
"warrior",104
"worst",104
"bob",103
"cruz",103
"expans",103
"fish",103
"heavili",103
"leas",103
"preserv",103
"repli",103
"resolut",103
"revolut",103
"ride",103
"steel",103
"taylor",103
"abandon",102
"cri",102
"extens",102
"household",102
"moral",102
"absolut",101
"broad",101
"castro",101
"cuba",101
"podcast",101
"pop",101
"quot",101
"reput",101
"shout",101
"sing",101
"toni",101
"tool",101
"vacat",101
"winter",101
"andrew",100
"baker",100
"canadian",100
"cycl",100
"mental",100
"nonprofit",100
"partnership",100
"patrol",100
"perfect",100
"pipelin",100
"poverti",100
"proud",100
"sector",100
"somebodi",100
"suddenli",100
"suspend",100
"undermin",100
"angri",99
"brazil",99
"catch",99
"cohen",99
"dope",99
"drama",99
"ill",99
"medal",99
"volkswagen",99
"vulner",99
"afghan",98
"charter",98
"closer",98
"contrast",98
"crucial",98
"disappear",98
"draft",98
"greatest",98
"referendum",98
"turkish",98
"via",98
"bed",97
"clash",97
"disappoint",97
"enrol",97
"glass",97
"homeland",97
"hudson",97
"instal",97
"japanes",97
"joint",97
"ladi",97
"massachusett",97
"mosul",97
"perman",97
"portray",97
"procedur",97
"queen",97
"quick",97
"serious",97
"skill",97
"stone",97
"appropri",96
"carbon",96
"chain",96
"contend",96
"dakota",96
"deleg",96
"elit",96
"experienc",96
"feed",96
"fun",96
"houston",96
"jump",96
"philadelphia",96
"qualifi",96
"racist",96
"tip",96
"weigh",96
"autopilot",95
"berni",95
"economist",95
"edit",95
"matthew",95
"otherwis",95
"phelp",95
"routin",95
"stick",95
"substanti",95
"switch",95
"tournament",95
"weather",95
"zone",95
"actress",94
"easili",94
"legislatur",94
"persuad",94
"surveil",94
"taliban",94
"xi",94
"ail",93
"asid",93
"background",93
"combat",93
"england",93
"http",93
"impress",93
"odd",93
"princ",93
"renew",93
"rescu",93
"seattl",93
"viewer",93
"accid",92
"adjust",92
"allianc",92
"australia",92
"circuit",92
"core",92
"eager",92
"echo",92
"emiss",92
"label",92
"method",92
"moscow",92
"numer",92
"proceed",92
"rain",92
"succeed",92
"tap",92
"testifi",92
"weekday",92
"bowl",91
"caucu",91
"discrimin",91
"diseas",91
"embassi",91
"item",91
"netanyahu",91
"obtain",91
"percentag",91
"principl",91
"sand",91
"sheriff",91
"speed",91
"transform",91
"wake",91
"withdraw",91
"assign",90
"bare",90
"bay",90
"belief",90
"bigger",90
"broken",90
"columnist",90
"copi",90
"duti",90
"grown",90
"headlin",90
"imposs",90
"jan",90
"knowledg",90
"net",90
"religion",90
"straight",90
"strateg",90
"surg",90
"ann",89
"assad",89
"belong",89
"classifi",89
"fatal",89
"festiv",89
"harri",89
"hbo",89
"ideolog",89
"inde",89
"iranian",89
"italian",89
"mere",89
"paint",89
"pam",89
"redston",89
"resort",89
"sept",89
"temporari",89
"termin",89
"tone",89
"unless",89
"visitor",89
"yiannopoulo",89
"anthoni",88
"chair",88
"coffe",88
"drove",88
"dutert",88
"exclus",88
"hedg",88
"hide",88
"instruct",88
"master",88
"meal",88
"nytim",88
"sad",88
"silicon",88
"singer",88
"smile",88
"upset",88
"urban",88
"wisconsin",88
"alarm",87
"classic",87
"clinic",87
"concert",87
"fortun",87
"liberti",87
"michel",87
"nurs",87
"strategist",87
"tear",87
"unabl",87
"wealth",87
"assum",86
"birth",86
"comic",86
"disclos",86
"distanc",86
"foster",86
"ii",86
"lay",86
"nato",86
"oscar",86
"parenthood",86
"wed",86
"ahmad",85
"assur",85
"begun",85
"brook",85
"cardin",85
"cathol",85
"charl",85
"cheat",85
"halt",85
"itali",85
"miller",85
"navi",85
"nfl",85
"pack",85
"profil",85
"reward",85
"subscrib",85
"sustain",85
"wood",85
"admir",84
"basi",84
"behalf",84
"bu",84
"collabor",84
"cool",84
"crew",84
"cuban",84
"devo",84
"diego",84
"egypt",84
"elev",84
"expos",84
"farmer",84
"guarante",84
"hang",84
"interpret",84
"journey",84
"kennedi",84
"neg",84
"oblig",84
"offend",84
"prosecut",84
"quiet",84
"rural",84
"scrutini",84
"stake",84
"surgeri",84
"symbol",84
"tim",84
"vladimir",84
"abc",83
"alongsid",83
"christma",83
"enorm",83
"exit",83
"gap",83
"hero",83
"kick",83
"pattern",83
"provis",83
"punch",83
"sweep",83
"util",83
"wada",83
"asia",82
"bag",82
"blasio",82
"capabl",82
"cb",82
"dri",82
"endur",82
"flower",82
"glenn",82
"ian",82
"icon",82
"lunch",82
"mccain",82
"moor",82
"neutral",82
"notion",82
"occasion",82
"penalti",82
"recov",82
"segreg",82
"specul",82
"spirit",82
"studio",82
"teach",82
"wore",82
"accomplish",81
"arizona",81
"blast",81
"deserv",81
"disrupt",81
"elizabeth",81
"entri",81
"erdogan",81
"georgia",81
"headquart",81
"indian",81
"jim",81
"narr",81
"nativ",81
"overal",81
"parker",81
"prayer",81
"raid",81
"retail",81
"sarah",81
"slip",81
"steven",81
"ted",81
"theme",81
"tini",81
"besid",80
"boat",80
"broadway",80
"counter",80
"deliber",80
"drawn",80
"drone",80
"empti",80
"extra",80
"fresh",80
"grammi",80
"harm",80
"insult",80
"margin",80
"republ",80
"slightli",80
"snow",80
"uber",80
"von",80
"weiner",80
"beyonc",79
"boston",79
"chose",79
"desper",79
"emphas",79
"foot",79
"globe",79
"loan",79
"mail",79
"migrat",79
"parol",79
"philippin",79
"provinc",79
"rahami",79
"sanctuari",79
"silenc",79
"steve",79
"surfac",79
"varieti",79
"wild",79
"aaron",78
"capitol",78
"conclus",78
"pen",78
"react",78
"regim",78
"shell",78
"technic",78
"toy",78
"volunt",78
"ballot",77
"coordin",77
"detroit",77
"disast",77
"easier",77
"evacu",77
"extraordinari",77
"frame",77
"franci",77
"fundament",77
"indiana",77
"jordan",77
"knock",77
"novel",77
"orlando",77
"sensit",77
"swim",77
"talent",77
"tourist",77
"weak",77
"airstrik",76
"calif",76
"circumst",76
"columbia",76
